bar_id,drinker_id,start_date,mon_early_avg_sales,mon_late_avg_sales,tues_early_avg_sales,tues_late_avg_sales,wed_early_avg_sales,wed_late_avg_sales,thurs_early_avg_sales,thurs_late_avg_sales,fri_early_avg_sales,fri_late_avg_sales,sat_early_avg_sales,sat_late_avg_sales,sun_early_avg_sales,sun_late_avg_sales
53,7216,2016-7-13,\N,\N,402,329,167,\N,\N,\N,\N,\N,\N,\N,\N,231,
53,4678,2017-8-21,\N,\N,425,296,\N,\N,369,\N,\N,\N,\N,\N,\N,\N,
53,1808,2013-7-26,\N,168,355,\N,\N,\N,\N,\N,\N,\N,277,\N,395,281,
53,4613,2017-9-28,\N,218,\N,372,164,\N,148,\N,\N,\N,256,\N,\N,314,
53,1140,2014-4-14,\N,\N,\N,\N,\N,\N,\N,\N,\N,272,245,\N,\N,178,
53,8371,2016-5-8,\N,\N,294,\N,\N,\N,\N,282,165,\N,317,\N,395,273,
54,6539,2015-8-3,\N,\N,196,\N,\N,\N,\N,\N,276,\N,\N,\N,\N,\N,
54,7011,2017-10-16,\N,\N,\N,\N,\N,321,\N,195,\N,\N,259,\N,\N,262,
54,5690,2014-12-27,\N,\N,\N,\N,\N,\N,198,\N,\N,\N,339,\N,\N,\N,
54,5405,2013-11-30,\N,\N,\N,292,\N,\N,\N,\N,\N,\N,\N,\N,\N,232,
54,4959,2013-1-10,\N,172,255,\N,343,\N,\N,263,\N,\N,293,\N,\N,257,
54,760,2017-6-12,\N,\N,196,\N,\N,\N,\N,\N,\N,\N,248,\N,\N,\N,
54,7162,2013-1-22,\N,\N,\N,\N,\N,\N,201,\N,212,299,249,\N,\N,272,
54,9885,2016-7-6,\N,\N,\N,\N,\N,367,\N,244,251,324,287,\N,\N,\N,
54,9765,2013-8-12,\N,\N,\N,\N,\N,\N,450,\N,\N,\N,\N,\N,381,\N,
54,2476,2017-10-30,\N,\N,\N,\N,\N,183,\N,\N,\N,\N,\N,216,\N,\N,
54,1432,2013-8-2,\N,\N,421,\N,\N,\N,\N,210,266,292,266,\N,\N,293,
55,7966,2015-3-18,\N,\N,\N,294,\N,370,\N,\N,\N,\N,310,\N,454,330,
55,8202,2014-4-26,\N,368,\N,\N,\N,\N,212,\N,195,\N,253,\N,401,260,
55,2789,2015-7-6,\N,\N,\N,294,\N,355,217,\N,298,248,\N,\N,440,\N,
55,6976,2016-10-11,\N,\N,\N,\N,470,188,\N,\N,\N,\N,\N,\N,\N,\N,
55,9917,2015-4-30,\N,\N,357,\N,\N,224,413,\N,\N,\N,\N,\N,\N,299,
55,5608,2015-10-8,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,241,\N,301,
55,501,2013-11-27,\N,\N,\N,\N,189,\N,\N,\N,196,\N,283,\N,\N,\N,
55,4712,2012-12-31,\N,\N,\N,\N,\N,378,\N,\N,\N,272,\N,252,\N,224,
55,4364,2014-10-17,\N,\N,\N,\N,\N,354,\N,233,210,317,\N,223,\N,218,
55,9650,2013-7-23,\N,\N,195,\N,\N,\N,\N,\N,\N,\N,\N,266,\N,165,
55,6952,2015-6-10,\N,\N,369,288,\N,\N,\N,\N,\N,366,194,\N,421,227,
55,5656,2015-1-20,\N,\N,222,324,372,\N,\N,\N,\N,\N,\N,\N,\N,232,
55,8485,2014-5-27,\N,203,\N,399,203,343,184,221,\N,\N,\N,\N,\N,\N,
55,1741,2016-7-6,298,\N,405,\N,\N,\N,\N,\N,181,\N,293,244,\N,211,
55,4816,2017-10-1,\N,\N,\N,\N,\N,\N,\N,290,\N,199,\N,\N,393,\N,
56,2961,2017-8-20,\N,\N,\N,349,\N,187,\N,226,\N,\N,\N,\N,\N,\N,
56,5349,2013-7-7,\N,\N,314,\N,\N,222,\N,\N,288,187,\N,345,\N,258,
56,3858,2016-5-16,\N,\N,425,338,\N,\N,318,\N,\N,\N,\N,\N,\N,\N,
56,3249,2015-4-6,\N,\N,216,296,350,\N,\N,\N,\N,\N,\N,\N,\N,\N,
56,1067,2016-8-30,\N,391,\N,\N,216,\N,\N,\N,285,\N,223,\N,437,280,
56,9604,2016-5-17,241,\N,\N,\N,196,\N,197,229,\N,\N,\N,\N,\N,\N,
56,6617,2015-1-2,\N,\N,\N,\N,\N,\N,258,\N,\N,\N,311,\N,\N,265,
56,1339,2014-4-2,\N,416,254,\N,\N,\N,198,273,182,\N,\N,\N,\N,269,
56,2720,2013-9-2,\N,\N,344,313,\N,\N,\N,202,236,\N,\N,\N,\N,258,
56,4260,2016-4-4,\N,\N,210,\N,\N,\N,\N,\N,\N,\N,\N,281,\N,281,
56,4614,2017-8-3,\N,\N,211,\N,406,412,\N,\N,241,\N,\N,\N,362,315,
56,6979,2014-2-2,\N,\N,\N,\N,\N,\N,\N,\N,272,\N,\N,240,\N,\N,
56,5686,2015-10-7,\N,161,\N,256,\N,\N,\N,223,\N,260,\N,321,\N,272,
56,128,2017-5-12,272,\N,\N,\N,\N,\N,\N,\N,244,\N,202,\N,391,247,
56,8673,2016-2-21,\N,\N,\N,\N,\N,\N,\N,\N,177,\N,246,\N,428,181,
57,9882,2015-7-19,\N,\N,\N,\N,\N,376,\N,224,\N,203,\N,229,\N,323,
57,5173,2013-10-1,379,\N,\N,\N,\N,\N,209,263,255,\N,306,\N,\N,247,
57,4105,2017-8-24,\N,\N,\N,\N,\N,\N,449,\N,\N,\N,\N,\N,405,\N,
57,2682,2016-6-19,\N,\N,182,\N,\N,193,\N,254,\N,194,\N,\N,426,328,
57,233,2013-9-16,\N,327,\N,\N,\N,192,\N,\N,202,338,258,\N,\N,222,
57,7453,2015-2-5,\N,\N,\N,\N,\N,239,\N,\N,\N,200,\N,\N,350,249,
58,8527,2014-3-12,\N,\N,\N,362,\N,\N,\N,\N,\N,221,\N,\N,\N,\N,
58,2242,2015-4-11,\N,216,360,\N,\N,\N,180,\N,\N,\N,\N,\N,\N,\N,
58,8092,2013-12-21,\N,464,\N,\N,175,\N,\N,\N,262,\N,216,\N,\N,244,
58,7096,2013-4-21,\N,\N,199,\N,\N,\N,\N,\N,222,341,217,\N,415,249,
58,3351,2015-9-22,\N,219,259,\N,436,\N,\N,\N,\N,\N,228,\N,\N,320,
58,5830,2016-6-3,\N,195,291,\N,\N,\N,\N,283,277,\N,325,\N,\N,229,
58,8903,2016-10-25,\N,178,311,\N,\N,\N,\N,250,293,\N,301,\N,\N,315,
59,8996,2013-5-17,\N,\N,\N,294,\N,\N,\N,221,\N,337,278,\N,404,262,
59,9017,2014-3-2,\N,\N,344,267,\N,167,\N,272,\N,315,\N,\N,\N,222,
59,8643,2015-8-25,\N,\N,217,\N,\N,225,\N,\N,\N,243,\N,219,375,308,
59,3866,2017-10-20,\N,\N,\N,\N,\N,410,\N,\N,\N,221,313,\N,\N,293,
59,2638,2015-12-4,\N,\N,\N,288,\N,\N,\N,219,\N,\N,\N,\N,\N,267,
60,7444,2015-12-15,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,282,448,\N,
60,6745,2014-3-8,\N,\N,348,289,\N,391,\N,\N,233,\N,\N,\N,\N,266,
60,2293,2015-5-30,\N,\N,398,254,\N,\N,\N,\N,\N,\N,\N,\N,\N,299,
60,5934,2016-2-2,\N,345,\N,199,\N,\N,162,\N,211,\N,\N,\N,\N,\N,
60,4863,2013-1-3,\N,\N,198,\N,\N,\N,\N,245,\N,265,264,\N,\N,\N,
61,8717,2014-10-17,\N,\N,216,\N,424,204,\N,222,\N,\N,\N,\N,406,302,
61,6233,2015-1-29,\N,\N,\N,276,\N,\N,\N,\N,283,\N,\N,\N,\N,268,
61,7180,2016-3-23,\N,\N,\N,\N,\N,\N,352,\N,\N,\N,\N,\N,466,\N,
61,2280,2013-11-1,\N,231,\N,\N,\N,\N,\N,\N,250,\N,185,\N,\N,276,
61,7278,2017-1-13,\N,\N,\N,\N,\N,152,\N,\N,\N,\N,\N,270,\N,276,
61,6677,2014-3-11,\N,\N,186,\N,\N,\N,344,\N,\N,320,\N,\N,\N,\N,
61,7870,2016-2-27,\N,\N,367,\N,191,\N,\N,252,\N,248,\N,\N,431,\N,
61,670,2014-3-5,\N,\N,\N,290,\N,217,346,\N,\N,\N,\N,286,\N,299,
61,2195,2017-1-1,\N,\N,\N,\N,\N,363,\N,216,233,218,\N,\N,411,272,
62,8408,2017-7-9,\N,\N,184,\N,\N,208,\N,\N,\N,206,\N,295,\N,\N,
62,7259,2017-2-27,\N,\N,434,\N,\N,244,\N,\N,\N,\N,\N,266,418,221,
62,9840,2015-3-16,\N,\N,\N,\N,\N,230,\N,\N,301,\N,\N,\N,\N,\N,
62,9794,2013-8-10,\N,\N,\N,\N,\N,\N,386,\N,\N,225,\N,\N,\N,\N,
62,3448,2015-4-28,\N,\N,321,\N,\N,\N,173,\N,162,\N,\N,\N,408,\N,
62,9095,2015-2-27,\N,231,\N,432,\N,\N,175,\N,\N,\N,195,\N,378,302,
63,3994,2017-10-24,\N,371,\N,\N,\N,\N,\N,272,\N,\N,272,\N,\N,278,
63,4186,2017-9-22,\N,\N,192,\N,\N,190,435,\N,\N,352,\N,\N,\N,281,
63,9716,2014-9-21,\N,323,\N,\N,\N,349,\N,\N,\N,\N,\N,\N,\N,281,
63,2687,2015-6-20,\N,\N,204,268,369,390,\N,\N,\N,\N,\N,\N,\N,277,
63,4765,2017-2-23,\N,\N,421,270,175,170,\N,\N,\N,\N,\N,\N,\N,240,
63,9346,2017-11-7,\N,395,\N,201,360,\N,\N,\N,\N,\N,197,\N,\N,255,
63,1309,2013-5-1,\N,\N,\N,\N,\N,\N,\N,\N,214,\N,307,\N,\N,256,
63,6559,2017-5-5,\N,395,336,\N,\N,\N,186,\N,\N,\N,\N,\N,\N,\N,
64,5112,2013-8-10,275,\N,\N,\N,\N,\N,\N,203,\N,\N,\N,\N,\N,309,
64,2177,2013-11-27,\N,\N,\N,\N,\N,\N,\N,\N,254,\N,306,274,\N,\N,
64,561,2014-3-3,\N,\N,445,\N,\N,\N,\N,\N,\N,\N,\N,279,\N,254,
64,5087,2012-11-15,\N,\N,\N,\N,\N,\N,\N,\N,277,257,194,\N,\N,\N,
64,946,2013-2-24,\N,201,\N,\N,\N,\N,189,\N,228,\N,\N,\N,333,\N,
64,204,2014-6-23,\N,\N,\N,\N,\N,407,\N,197,\N,\N,335,\N,\N,301,
64,9778,2013-6-29,\N,\N,\N,\N,\N,352,\N,247,237,\N,284,\N,\N,263,
64,5179,2014-11-24,\N,\N,\N,\N,\N,\N,\N,\N,278,\N,\N,269,\N,\N,
64,3564,2015-6-20,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,321,386,\N,
64,553,2013-8-20,\N,\N,\N,\N,\N,\N,429,207,\N,168,\N,\N,\N,293,
64,5219,2014-1-20,\N,\N,\N,\N,\N,\N,\N,207,\N,\N,340,\N,\N,\N,
65,5538,2013-8-17,\N,205,\N,386,419,\N,\N,248,211,\N,\N,\N,\N,300,
65,3324,2016-5-6,\N,\N,167,\N,\N,\N,\N,186,265,\N,270,\N,\N,303,
65,7087,2016-11-24,\N,\N,348,\N,\N,\N,\N,\N,\N,\N,303,\N,\N,\N,
65,8337,2015-3-25,\N,\N,\N,\N,\N,\N,\N,\N,181,\N,310,259,\N,302,
65,9084,2015-1-6,\N,\N,\N,\N,\N,191,\N,220,285,317,\N,\N,372,232,
65,6986,2017-7-30,\N,\N,\N,\N,167,\N,194,\N,286,\N,324,\N,\N,190,
66,452,2015-12-27,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,263,337,\N,
66,6759,2017-6-17,\N,\N,\N,323,\N,198,\N,\N,192,\N,\N,\N,379,284,
66,6003,2017-2-26,\N,199,311,\N,195,\N,211,\N,241,\N,\N,\N,\N,259,
66,3347,2013-9-17,\N,\N,341,\N,\N,363,\N,\N,\N,324,192,\N,391,335,
66,3710,2016-5-13,\N,\N,352,\N,\N,\N,\N,\N,\N,\N,\N,281,\N,\N,
66,7873,2017-3-4,\N,\N,333,\N,\N,\N,\N,\N,\N,256,299,\N,\N,252,
66,6691,2015-1-13,\N,\N,183,\N,\N,\N,\N,230,\N,216,\N,\N,\N,\N,
67,2739,2016-4-7,287,\N,289,\N,\N,\N,214,\N,299,\N,293,\N,\N,169,
67,8991,2013-12-20,\N,\N,\N,\N,\N,177,\N,\N,264,\N,251,\N,\N,\N,
67,1881,2017-10-29,\N,\N,403,\N,206,406,\N,\N,\N,237,\N,\N,387,264,
67,6325,2017-4-6,322,\N,\N,\N,388,\N,\N,\N,257,301,306,\N,\N,224,
67,6884,2013-6-12,\N,\N,205,\N,\N,319,\N,211,\N,309,\N,\N,408,235,
67,4946,2015-10-20,\N,223,327,\N,\N,\N,191,\N,\N,\N,\N,\N,\N,240,
67,1419,2014-4-26,\N,\N,\N,\N,\N,203,\N,196,\N,294,\N,\N,\N,286,
67,6345,2014-1-26,\N,\N,\N,\N,\N,\N,391,\N,\N,161,259,\N,\N,\N,
67,1782,2016-11-17,\N,\N,401,\N,\N,195,\N,\N,\N,296,186,\N,340,270,
67,6672,2014-4-11,\N,\N,\N,\N,\N,\N,\N,\N,248,270,182,\N,\N,\N,
67,8584,2014-7-31,\N,\N,\N,244,\N,222,\N,254,\N,172,\N,282,\N,296,
68,1725,2014-5-27,\N,\N,376,\N,220,\N,\N,276,\N,262,216,\N,\N,344,
68,4121,2017-2-1,\N,\N,185,\N,\N,188,\N,\N,266,\N,\N,\N,\N,\N,
68,2804,2014-2-21,\N,\N,\N,\N,\N,\N,201,\N,206,\N,\N,\N,\N,\N,
68,9957,2016-7-29,\N,\N,\N,\N,\N,\N,\N,275,\N,\N,\N,197,\N,\N,
68,6875,2014-1-6,\N,\N,395,\N,\N,\N,\N,\N,\N,194,\N,\N,\N,252,
68,9050,2013-3-24,\N,\N,\N,\N,\N,\N,\N,307,\N,274,255,\N,364,260,
68,8304,2013-7-3,\N,153,291,\N,212,\N,199,243,\N,\N,\N,\N,\N,222,
68,873,2013-12-2,\N,\N,\N,\N,\N,\N,\N,\N,252,\N,\N,198,\N,\N,
69,6826,2014-8-24,\N,\N,\N,\N,235,\N,215,\N,\N,\N,\N,\N,\N,\N,
69,8934,2017-2-22,\N,\N,\N,\N,\N,\N,\N,\N,260,\N,\N,230,\N,243,
69,5852,2017-4-10,\N,\N,188,\N,\N,164,\N,189,\N,\N,\N,\N,\N,269,
69,4291,2013-11-24,\N,\N,262,\N,\N,\N,\N,\N,\N,\N,261,\N,\N,323,
69,6457,2013-7-21,\N,\N,\N,\N,\N,\N,\N,\N,231,256,\N,\N,\N,\N,
69,3376,2017-8-12,\N,\N,\N,\N,\N,\N,278,\N,\N,\N,280,\N,397,304,
70,123,2016-12-14,\N,\N,\N,\N,\N,205,\N,280,\N,239,\N,\N,403,\N,
70,634,2017-9-17,\N,\N,455,271,\N,\N,\N,206,\N,\N,\N,\N,\N,270,
70,8508,2016-5-3,\N,\N,449,\N,\N,400,\N,\N,288,\N,\N,\N,398,276,
70,9779,2013-1-24,\N,343,\N,\N,180,\N,\N,\N,173,\N,291,\N,\N,265,
70,5721,2017-2-22,\N,\N,286,\N,\N,\N,234,300,\N,\N,252,\N,\N,253,
70,9959,2014-7-12,\N,\N,215,304,\N,\N,\N,\N,\N,\N,\N,\N,\N,287,
70,8285,2013-1-5,\N,\N,227,\N,\N,\N,437,\N,\N,\N,\N,\N,\N,\N,
70,3721,2013-7-25,\N,\N,291,\N,433,\N,\N,\N,\N,\N,222,\N,\N,267,
70,198,2017-3-25,\N,\N,219,\N,\N,199,\N,244,258,193,\N,\N,\N,245,
70,5180,2017-7-15,\N,\N,176,\N,\N,\N,\N,\N,\N,\N,306,\N,\N,\N,
70,2310,2017-3-26,\N,176,\N,\N,\N,\N,\N,230,\N,307,279,\N,\N,270,
70,9862,2015-12-13,\N,\N,206,294,477,\N,\N,\N,271,156,\N,\N,\N,\N,
71,354,2014-11-10,\N,\N,172,313,\N,423,\N,\N,\N,241,\N,\N,327,\N,
71,9762,2012-12-30,251,\N,\N,278,\N,\N,\N,201,\N,\N,243,\N,\N,309,
71,2826,2016-9-9,\N,220,\N,\N,356,\N,\N,\N,\N,\N,366,\N,\N,235,
71,4888,2014-9-12,\N,\N,\N,\N,\N,198,\N,219,\N,\N,\N,\N,\N,\N,
71,2010,2013-10-23,\N,387,344,\N,\N,\N,206,\N,\N,269,\N,\N,\N,330,
71,7660,2014-8-29,\N,\N,221,282,419,418,\N,\N,\N,\N,\N,\N,\N,\N,
71,725,2013-5-9,\N,\N,410,312,\N,176,\N,\N,295,\N,\N,\N,411,361,
71,6615,2015-3-31,\N,\N,209,\N,\N,161,340,\N,240,264,\N,\N,\N,287,
71,4685,2017-4-15,\N,\N,342,284,\N,\N,\N,213,262,316,\N,\N,\N,276,
72,477,2013-12-4,\N,197,\N,\N,221,\N,\N,250,202,305,\N,\N,\N,221,
72,8669,2013-6-20,\N,\N,258,\N,221,\N,\N,\N,269,\N,283,\N,397,189,
72,4935,2014-1-26,\N,\N,\N,\N,188,\N,201,\N,\N,334,233,\N,\N,302,
72,2500,2016-9-19,\N,\N,211,\N,412,\N,\N,221,\N,197,243,\N,\N,257,
72,3823,2016-10-11,\N,\N,\N,284,\N,\N,\N,268,\N,285,296,\N,\N,210,
72,3277,2014-12-27,\N,377,336,201,\N,\N,224,\N,\N,\N,\N,\N,\N,\N,
72,5847,2014-5-2,\N,\N,174,\N,418,220,\N,\N,310,184,\N,\N,\N,\N,
72,4578,2017-2-17,\N,\N,\N,\N,199,\N,\N,\N,197,\N,254,246,\N,219,
72,8779,2015-5-19,\N,\N,205,\N,\N,355,\N,\N,230,\N,\N,260,\N,258,
72,8856,2013-8-17,\N,\N,\N,334,\N,\N,\N,\N,\N,\N,\N,313,\N,275,
72,3850,2014-11-24,\N,\N,\N,311,\N,146,\N,211,\N,\N,\N,\N,\N,244,
72,6056,2017-3-30,\N,\N,350,\N,\N,326,\N,\N,\N,338,287,\N,\N,193,
73,758,2015-11-10,\N,\N,\N,\N,\N,\N,\N,242,\N,211,\N,\N,333,286,
73,3601,2013-7-27,\N,\N,379,\N,\N,176,414,194,\N,\N,\N,\N,\N,217,
73,7201,2013-7-14,\N,\N,188,\N,\N,431,206,\N,\N,\N,\N,\N,\N,\N,
73,8022,2014-12-18,\N,194,364,445,\N,\N,\N,\N,\N,\N,265,\N,\N,281,
73,1269,2015-8-4,\N,418,\N,\N,185,\N,\N,\N,\N,\N,258,\N,\N,\N,
73,9353,2014-7-11,\N,421,258,\N,\N,\N,249,249,\N,\N,\N,\N,\N,235,
73,7440,2017-9-21,\N,\N,407,\N,\N,380,\N,\N,229,310,257,\N,\N,266,
73,4567,2013-6-24,\N,\N,\N,256,\N,\N,368,\N,280,\N,\N,\N,\N,345,
73,179,2017-4-14,\N,\N,\N,\N,368,\N,279,\N,\N,\N,346,\N,\N,236,
73,7944,2013-6-23,\N,\N,\N,\N,\N,356,\N,\N,\N,\N,239,\N,\N,\N,
73,7452,2017-5-12,\N,\N,\N,\N,165,\N,226,\N,246,\N,222,\N,\N,252,
73,9658,2017-10-10,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,310,325,\N,\N,
74,4512,2016-12-23,\N,\N,\N,\N,200,446,\N,\N,312,\N,270,\N,432,312,
74,8745,2013-1-22,\N,378,\N,\N,\N,\N,192,\N,\N,\N,\N,\N,\N,\N,
74,2600,2015-12-18,\N,\N,307,\N,\N,\N,191,\N,\N,\N,\N,\N,\N,\N,
74,8531,2015-8-26,\N,\N,\N,302,\N,\N,\N,\N,284,\N,288,\N,\N,319,
74,5468,2017-8-7,\N,\N,\N,\N,\N,\N,\N,\N,228,\N,\N,\N,342,\N,
74,5086,2013-9-26,\N,\N,397,\N,\N,\N,401,\N,\N,\N,\N,\N,433,\N,
74,871,2016-3-15,\N,\N,\N,\N,\N,\N,\N,\N,247,194,\N,272,\N,327,
74,4877,2017-2-17,\N,216,\N,446,177,343,\N,\N,\N,\N,291,\N,\N,265,
74,7357,2017-5-30,\N,471,\N,\N,429,\N,267,\N,\N,\N,\N,\N,\N,249,
74,7217,2014-2-21,\N,\N,\N,\N,\N,197,326,\N,\N,\N,\N,\N,468,232,
74,7343,2016-2-23,\N,\N,144,\N,380,422,\N,\N,\N,206,\N,\N,\N,287,
75,3355,2016-5-30,\N,\N,\N,\N,\N,171,\N,200,239,286,\N,\N,\N,250,
75,1965,2013-11-12,\N,\N,406,282,\N,205,\N,\N,\N,204,\N,\N,\N,223,
75,1076,2015-5-17,\N,\N,\N,250,\N,460,\N,\N,231,\N,\N,\N,432,305,
75,2491,2014-5-31,\N,\N,190,287,346,390,\N,\N,260,190,\N,\N,\N,\N,
75,8276,2016-11-13,\N,\N,207,\N,\N,\N,\N,\N,\N,\N,\N,\N,370,\N,
75,8037,2015-2-23,\N,\N,\N,\N,\N,\N,446,\N,\N,190,\N,\N,382,\N,
75,1916,2017-3-1,\N,242,322,\N,212,\N,228,\N,255,\N,\N,\N,\N,305,
75,8896,2015-8-28,\N,\N,\N,283,\N,\N,380,\N,\N,\N,\N,\N,416,\N,
75,153,2015-2-9,\N,\N,\N,\N,\N,\N,199,283,\N,\N,\N,\N,\N,\N,
76,9345,2014-5-29,\N,\N,\N,\N,431,192,188,\N,\N,\N,\N,\N,\N,\N,
76,5845,2017-3-8,\N,\N,\N,314,\N,396,197,217,\N,\N,\N,265,\N,218,
76,4815,2017-9-7,\N,\N,215,\N,\N,199,379,\N,\N,\N,\N,\N,\N,\N,
76,9669,2016-6-27,\N,\N,\N,\N,\N,\N,\N,235,\N,318,234,\N,\N,\N,
76,684,2013-10-17,\N,\N,214,\N,388,447,\N,\N,\N,\N,\N,\N,\N,224,
76,7448,2013-5-3,\N,\N,\N,\N,195,\N,\N,\N,173,253,265,\N,\N,253,
76,4741,2015-12-11,\N,387,\N,\N,200,\N,189,\N,\N,\N,\N,\N,\N,240,
76,2493,2012-11-22,\N,\N,\N,\N,\N,233,\N,\N,263,296,261,\N,411,190,
76,7165,2016-9-30,\N,402,\N,\N,192,\N,\N,277,265,\N,\N,\N,387,271,
76,7064,2017-6-6,\N,\N,\N,\N,\N,203,\N,258,\N,\N,299,\N,\N,\N,
76,4476,2015-12-13,\N,203,\N,\N,429,\N,\N,\N,\N,\N,258,\N,\N,223,
76,4395,2016-7-12,\N,\N,\N,292,\N,\N,\N,\N,\N,207,\N,\N,\N,\N,
76,4983,2013-1-11,\N,223,\N,\N,\N,\N,202,264,\N,\N,\N,\N,\N,289,
76,2402,2013-5-1,\N,\N,\N,\N,\N,203,\N,\N,\N,\N,297,\N,\N,\N,
76,5733,2017-3-27,\N,\N,176,312,\N,\N,\N,\N,271,284,\N,\N,379,317,
77,2007,2015-12-21,\N,288,\N,\N,\N,\N,\N,207,\N,298,244,\N,411,260,
77,3032,2013-4-18,\N,\N,\N,\N,\N,186,\N,\N,\N,\N,\N,\N,349,260,
77,1969,2016-3-20,\N,\N,232,\N,\N,408,\N,208,\N,305,\N,\N,380,291,
77,5207,2014-9-15,\N,\N,\N,\N,\N,\N,\N,245,\N,\N,296,\N,\N,295,
77,3902,2013-10-1,\N,\N,\N,307,\N,\N,\N,\N,\N,286,\N,\N,\N,\N,
77,3940,2016-10-31,\N,198,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,219,
77,8514,2015-6-24,\N,\N,235,\N,\N,191,\N,\N,\N,\N,\N,280,\N,\N,
78,4825,2017-3-3,\N,\N,314,\N,\N,\N,\N,\N,\N,\N,251,\N,\N,232,
78,1659,2016-2-23,\N,\N,\N,\N,\N,\N,218,254,220,354,\N,\N,\N,301,
78,9365,2017-6-18,\N,\N,\N,330,\N,\N,388,\N,271,\N,\N,\N,\N,\N,
78,5470,2013-2-10,\N,217,277,\N,\N,\N,230,\N,319,\N,204,\N,\N,\N,
78,2844,2014-10-7,\N,\N,\N,\N,\N,179,408,211,\N,317,\N,295,\N,270,
78,6943,2014-6-13,\N,\N,\N,314,\N,\N,\N,\N,\N,\N,\N,\N,353,274,
78,8846,2013-12-18,\N,\N,274,\N,\N,\N,\N,\N,\N,\N,\N,273,\N,\N,
78,6816,2013-5-13,\N,\N,396,282,\N,348,210,\N,313,278,\N,\N,\N,\N,
78,6595,2016-8-14,\N,383,\N,199,413,\N,160,\N,\N,\N,302,\N,\N,224,
78,2617,2014-3-3,\N,\N,\N,279,\N,\N,\N,\N,\N,282,\N,\N,393,\N,
78,32,2016-1-13,\N,\N,370,322,\N,219,\N,268,\N,\N,\N,\N,\N,269,
78,9915,2013-11-22,\N,\N,204,\N,\N,\N,\N,179,254,\N,\N,\N,\N,288,
78,2892,2015-6-12,\N,\N,\N,\N,\N,\N,\N,\N,239,\N,285,312,\N,\N,
79,1371,2013-12-23,\N,\N,\N,\N,\N,227,376,212,\N,213,\N,\N,\N,\N,
79,9151,2015-4-27,\N,\N,337,302,\N,213,\N,\N,\N,\N,\N,\N,403,266,
79,8465,2014-1-31,\N,\N,\N,\N,\N,\N,\N,275,\N,319,303,\N,\N,282,
79,7495,2013-9-11,\N,\N,\N,\N,\N,\N,\N,\N,\N,194,\N,\N,384,\N,
79,9300,2017-5-5,\N,\N,\N,\N,\N,\N,\N,\N,278,\N,\N,189,\N,\N,
79,6148,2014-5-14,\N,\N,\N,\N,\N,\N,\N,258,273,\N,\N,208,406,305,
80,6381,2014-6-24,\N,\N,\N,\N,198,\N,\N,\N,\N,\N,223,\N,\N,\N,
80,3594,2014-9-27,\N,\N,207,\N,\N,\N,\N,\N,194,\N,\N,244,\N,237,
80,638,2014-5-15,\N,\N,347,\N,\N,\N,\N,\N,262,\N,291,\N,\N,\N,
80,2154,2014-4-10,\N,\N,\N,\N,\N,205,338,186,\N,272,\N,\N,389,223,
80,1879,2015-1-22,\N,\N,373,\N,\N,\N,\N,\N,\N,\N,263,276,367,230,
80,8217,2015-5-22,\N,\N,\N,\N,\N,202,\N,\N,\N,\N,\N,236,\N,242,
80,2239,2014-2-19,\N,\N,\N,285,\N,447,\N,251,\N,189,\N,254,\N,275,
80,1857,2014-5-10,\N,453,\N,\N,\N,\N,\N,\N,186,\N,232,\N,\N,227,
80,3377,2015-10-7,\N,\N,255,\N,374,\N,\N,\N,\N,\N,\N,\N,\N,251,
81,9216,2016-1-24,\N,\N,227,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,277,
81,4413,2017-10-5,\N,\N,178,\N,424,\N,\N,\N,\N,305,\N,\N,\N,239,
81,594,2016-9-13,\N,\N,299,\N,\N,\N,\N,260,\N,290,326,\N,\N,238,
81,4166,2014-4-26,\N,\N,411,275,\N,\N,\N,\N,\N,\N,\N,257,\N,326,
81,4204,2016-6-29,\N,\N,325,261,\N,352,\N,\N,\N,\N,\N,\N,\N,255,
82,4642,2015-2-25,\N,305,302,\N,181,\N,216,241,243,\N,\N,\N,\N,\N,
82,7748,2017-6-29,\N,\N,\N,\N,\N,\N,194,\N,\N,\N,\N,\N,367,300,
82,9993,2015-2-18,\N,\N,345,\N,\N,\N,209,248,\N,\N,\N,\N,\N,\N,
82,1762,2017-10-12,\N,\N,\N,\N,\N,207,\N,255,\N,288,\N,\N,\N,\N,
82,8241,2016-11-14,\N,\N,\N,\N,\N,\N,\N,\N,236,\N,\N,266,\N,\N,
82,8665,2016-1-16,\N,\N,\N,\N,\N,\N,\N,184,253,192,\N,\N,413,321,
82,402,2014-1-24,\N,\N,210,\N,\N,332,\N,\N,258,294,\N,\N,361,260,
82,3686,2017-4-16,\N,219,273,\N,\N,\N,201,\N,192,\N,292,\N,\N,329,
83,3122,2014-5-26,300,\N,\N,\N,189,309,\N,\N,\N,\N,276,\N,\N,244,
83,1177,2013-3-5,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,313,\N,369,325,
